Filename,Page,Keyword,Sentence
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,5,java,"Servlet
Java servlets are server-side Java EE components that generate responses to requests
from clients."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,5,java,"// Hello.java
import java.io."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,5,java,"*;
import javax.servlet."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,5,java,"*;
Source URL: http://www.freejavaguide.com/history.html
Saylor URL: http://www.saylor.org/courses/cs101/#1.3.1
© Freejavaguide.com Saylor.org
Used by permission."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,5,history,"*;
Source URL: http://www.freejavaguide.com/history.html
Saylor URL: http://www.saylor.org/courses/cs101/#1.3.1
© Freejavaguide.com Saylor.org
Used by permission."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,6,java,""");
pw.close();
}
}
The import statements direct the Java compiler to include all of the public classes and
interfaces from the java.io and javax.servlet packages in the compilation."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,6,java,"Swing application
Swing is the advanced graphical user interface library for the Java SE platform."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,6,java,"// Hello.java
import javax.swing."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,6,java,"""));
pack();
}
public static void main(String[] args) {
Source URL: http://www.freejavaguide.com/history.html
Saylor URL: http://www.saylor.org/courses/cs101/#1.3.1
© Freejavaguide.com Saylor.org
Used by permission."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,6,history,"""));
pack();
}
public static void main(String[] args) {
Source URL: http://www.freejavaguide.com/history.html
Saylor URL: http://www.saylor.org/courses/cs101/#1.3.1
© Freejavaguide.com Saylor.org
Used by permission."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,7,java,"new Hello().setVisible(true);
}
}
The import statement directs the Java compiler to include all of the public classes and
interfaces from the javax.swing package in the compilation."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,7,java,"Look and feel
The default look and feel of GUI applications written in Java using the Swing toolkit is
very different from native applications."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,7,java,"Though prior implementations of these look and feels have been considered lacking,
Swing in Java SE 6 addresses this problem by using more native widget drawing
routines of the underlying platforms."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,7,java,"Lack of OO purity and facilities
Java's primitive types are not objects."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,7,java,"This was a conscious decision by Java's
designers for performance reasons."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,7,java,"Because of this, Java is not considered to be a
pure object-oriented programming language."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,7,programming,"Because of this, Java is not considered to be a
pure object-oriented programming language."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,7,java,"However, as of Java 5.0, autoboxing
enables programmers to write as if primitive types are their wrapper classes, and freely
Source URL: http://www.freejavaguide.com/history.html
Saylor URL: http://www.saylor.org/courses/cs101/#1.3.1
© Freejavaguide.com Saylor.org
Used by permission."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,7,history,"However, as of Java 5.0, autoboxing
enables programmers to write as if primitive types are their wrapper classes, and freely
Source URL: http://www.freejavaguide.com/history.html
Saylor URL: http://www.saylor.org/courses/cs101/#1.3.1
© Freejavaguide.com Saylor.org
Used by permission."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,8,java,"Java designers decided not to
implement certain features present in other OO languages, including:
* multiple inheritance
* operator overloading
* class properties
* tuples
Java Runtime Environment
The Java Runtime Environment or JRE is the software required to run any application
deployed on the Java Platform."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,8,java,"Sun also distributes a superset of the JRE called the Java 2
SDK (more commonly known as the JDK), which includes development tools such as
the Java compiler, Javadoc, and debugger."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,8,java,"Source URL: http://www.freejavaguide.com/history.html
Saylor URL: http://www.saylor.org/courses/cs101/#1.3.1
© Freejavaguide.com Saylor.org
Used by permission."
CS-101-1.3.1_History-of-Java-Programming-Language.pdf,8,history,"Source URL: http://www.freejavaguide.com/history.html
Saylor URL: http://www.saylor.org/courses/cs101/#1.3.1
© Freejavaguide.com Saylor.org
Used by permission."
interface and abstract class.pdf,1,java,"Interface in Java
An interface in Java is a blueprint of a class."
interface and abstract class.pdf,1,java,The interface in Java is a mechanism to achieve abstraction.
interface and abstract class.pdf,1,java,"There can be only abstract
methods in the Java interface, not method body."
interface and abstract class.pdf,1,java,"It is used to achieve abstraction and
multiple inheritance in Java."
interface and abstract class.pdf,1,java,Java Interface also represents the IS-A relationship.
interface and abstract class.pdf,1,java,"Uses of Java interface
There are mainly three reasons to use interface."
interface and abstract class.pdf,6,java,"{
void show();
}
class C implements B
{
public void display()
{
System.out.println(""Hello"");
}
public void show()
{
System.out.println(""Welcome"");
}
}
Class MainClass
{
public static void main(String args[])
{
C obj = new C();
obj.display();
obj.show();
}
}
Output:
Hello
Welcome
Abstract class in Java"
interface and abstract class.pdf,8,java,"Since Java
abstract methods."
interface and abstract class.pdf,9,java,6) An abstract class can extend another Java An interface can extend another Java interface only.
interface and abstract class.pdf,9,java,class and implement multple Java interfaces.
interface and abstract class.pdf,9,java,8) A Java abstract class can have class members Members of a Java interface are public by default.
OLevel_2_B4_CLang_26Mar_SS.pdf,1,programming,"Programming and Problem Solving through C Language
O Level / A Level
Chapter -1 : Introduction to Programming
Programming Language - Introduction
A programming language is a set of symbols, grammars and rules with the help of which one is
able to translate algorithms to programs that will be executed by the computer."
OLevel_2_B4_CLang_26Mar_SS.pdf,1,programming,"The programmer
communicates with a machine using programming languages."
OLevel_2_B4_CLang_26Mar_SS.pdf,1,programming,The primary classifications of programming languages are: Machine Languages.
OLevel_2_B4_CLang_26Mar_SS.pdf,1,programming,"Machine level
language is a language that supports the machine side of the programming or does not provide
human side of the programming."
OLevel_2_B4_CLang_26Mar_SS.pdf,1,programming,"An assembler is useful for detecting
programming errors."
OLevel_2_B4_CLang_26Mar_SS.pdf,1,programming,"Assembly
language encourage modular programming
High level language
High level language is a language that supports the human and the application sides of the
programming."
OLevel_2_B4_CLang_26Mar_SS.pdf,1,programming,"Consequently more
programming is now done in high level languages."
